FID,id,centroids
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42d1,119,POINT (12.52417022108709 55.64302318155634)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42d0,120,POINT (12.52684284339604 55.64305702433001)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42cf,121,POINT (12.52469219714704 55.6519842100224)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42ce,122,POINT (12.52520295968159 55.64514796945829)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42cd,123,POINT (12.52863155165203 55.6409432749521)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42cc,124,POINT (12.52574037247531 55.66314570753982)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42cb,125,POINT (12.53401756794204 55.64559696958985)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42ca,126,POINT (12.59496010597196 55.64660177090101)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42c9,130,POINT (12.63476844788354 55.66367193574976)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42c8,131,POINT (12.63988752423393 55.64632899301608)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42c7,132,POINT (12.5901017408148 55.6309768306843)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42c6,87,POINT (12.56582800488452 55.72242945545077)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42c5,89,POINT (12.56009830698373 55.64574696441565)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42c4,90,POINT (12.56420025009306 55.6498482263864)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42c3,91,POINT (12.52812209760782 55.64402799367675)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42c2,92,POINT (12.6300207105868 55.66720001766342)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42c1,93,POINT (12.63117910676683 55.66562755384054)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42c0,94,POINT (12.61043645464522 55.66974460505651)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42bf,95,POINT (12.61318113589745 55.65938438828232)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42be,96,POINT (12.63177145787472 55.65439396417087)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42bd,97,POINT (12.6356863386588 55.65443299247794)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42bc,98,POINT (12.6016764339763 55.64530003831739)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42bb,99,POINT (12.60468083898693 55.64458261827779)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42ba,100,POINT (12.5952919759565 55.63924056608211)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42b9,101,POINT (12.59077274018819 55.63288935623629)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42b8,102,POINT (12.59058130221652 55.63175653969897)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42b7,103,POINT (12.59023730639346 55.6274852332342)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42b6,106,POINT (12.58231718460569 55.62085941863411)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42b5,107,POINT (12.59150146267936 55.63762029396766)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42b4,108,POINT (12.58629924326861 55.63551123664919)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42b3,109,POINT (12.58946881908124 55.645588576546)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42b2,110,POINT (12.59487404099265 55.64457936181557)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42b1,111,POINT (12.53801549406054 55.64496157733866)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42b0,112,POINT (12.5836515438478 55.62246606831522)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42af,113,POINT (12.60248172956071 55.67033700990637)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42ae,2100,POINT (12.54922887623385 55.62182844038876)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42ad,133,POINT (12.5847711711998 55.62941551002999)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42ac,134,POINT (12.58381715781592 55.6254118526652)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42ab,135,POINT (12.58967298108308 55.64729875612464)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42aa,136,POINT (12.59532522684797 55.63976161103974)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42a9,137,POINT (12.63337871624726 55.6631616998328)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42a8,141,POINT (12.52131988005074 55.64851200788721)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42a7,152,POINT (12.47843002166012 55.72006435509453)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42a6,153,POINT (12.4787762912577 55.69828461138875)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42a5,154,POINT (12.48309953725552 55.71242952786827)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42a4,157,POINT (12.48504882040892 55.71168151554857)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42a3,158,POINT (12.46785039740316 55.71446884593511)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42a2,159,POINT (12.46824818311316 55.71704765249631)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42a1,160,POINT (12.47189836815356 55.71749326098965)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42a0,161,POINT (12.47556898387608 55.71835142169085)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-429f,162,POINT (12.48183677384427 55.71698067739077)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-429e,163,POINT (12.48574113736809 55.7158918238647)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-429d,164,POINT (12.51750513421945 55.69119207123914)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-429c,165,POINT (12.51353463282443 55.71025643649389)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-429b,166,POINT (12.52107654640702 55.69445005007591)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-429a,167,POINT (12.52005937189843 55.69343033775654)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4299,169,POINT (12.48483927468005 55.71270724347349)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4298,175,POINT (12.51513873397118 55.63963265814327)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4297,176,POINT (12.51226859366759 55.64279587990264)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4296,177,POINT (12.49066827316219 55.66253286400779)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4295,144,POINT (12.53425241143408 55.65126445052228)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4294,145,POINT (12.60659563549622 55.67013441830075)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4293,146,POINT (12.63441933412619 55.64984470585491)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4292,149,POINT (12.637298894526 55.6484027721722)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4291,150,POINT (12.63814032466022 55.64724097711558)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4290,151,POINT (12.50117825699109 55.708859813989)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-428f,201,POINT (12.61426626503133 55.67691491576163)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-428e,202,POINT (12.61601590541134 55.67824190740591)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-428d,203,POINT (12.5544393201705 55.71555367182675)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-428c,205,POINT (12.57229072478188 55.71661110026201)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-428b,206,POINT (12.56875100566935 55.71595302855629)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-428a,207,POINT (12.56741654156066 55.71612308092986)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4289,210,POINT (12.54152498377625 55.71032811615687)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4288,211,POINT (12.54195306608665 55.70891382494786)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4287,212,POINT (12.53823494750575 55.72553694027112)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4286,178,POINT (12.49227507971199 55.66316052549325)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4285,179,POINT (12.5057647542723 55.64331314323988)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4284,181,POINT (12.50057734001282 55.65170517873611)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4283,182,POINT (12.50036478270579 55.66053862614594)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4282,183,POINT (12.50705220292447 55.662300473176)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4281,186,POINT (12.50017264261209 55.65965980758474)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4280,187,POINT (12.49424974288465 55.66109358120023)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-427f,188,POINT (12.49665755130584 55.66011173925579)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-427e,189,POINT (12.54750091772596 55.71132922783832)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-427d,190,POINT (12.54926790005863 55.71246278907168)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-427c,191,POINT (12.55235932930522 55.71392092966865)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-427b,2076,POINT (12.56630358076369 55.6520993655046)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-427a,192,POINT (12.55464261691784 55.7133808547721)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4279,193,POINT (12.55657742534264 55.71542786014601)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4278,194,POINT (12.54894245419584 55.71046069626167)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4277,195,POINT (12.53893095031467 55.71009215073941)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4276,197,POINT (12.60882934173702 55.6732347912147)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4275,2248,POINT (12.54244044487935 55.69968155375951)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4274,198,POINT (12.6106923653793 55.67422098611979)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4273,199,POINT (12.61194438242922 55.67502420477039)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4272,200,POINT (12.61336592084178 55.67561923969697)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4271,1323,POINT (12.52355749278658 55.69773141946646)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4270,1431,POINT (12.58136428704724 55.6745726154204)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-426f,1937,POINT (12.52957577055412 55.66683362191586)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-426e,2253,POINT (12.54281895348156 55.69165976665542)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-426d,2281,POINT (12.56142549098533 55.71835963346631)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-426c,2282,POINT (12.46532956259951 55.69637074055968)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-426b,1938,POINT (12.53348015428082 55.66438673959692)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-426a,1941,POINT (12.5330047193702 55.66811081484557)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4269,1957,POINT (12.54987891910147 55.7001061077267)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4268,1986,POINT (12.52401398769945 55.70355730595761)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4267,1985,POINT (12.51649374515047 55.71009005517024)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4266,1988,POINT (12.55262112796274 55.6701942990067)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4265,1990,POINT (12.52931369910663 55.64553633544462)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4264,2130,POINT (12.6192468804483 55.6619364550716)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4263,2156,POINT (12.49361484178602 55.64653953267754)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4262,2537,POINT (12.48354917534227 55.71166157266367)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4261,2538,POINT (12.4827969377527 55.71141165392318)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4260,1961,POINT (12.56919485018292 55.70547336769149)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-425f,2017,POINT (12.51902587473472 55.69200186353827)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-425e,2012,POINT (12.58012014885356 55.69367155541447)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-425d,2018,POINT (12.64576826041905 55.64653708926789)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-425c,2078,POINT (12.56631422378161 55.6521282845908)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-425b,2077,POINT (12.5656439845266 55.64962513332209)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-425a,1997,POINT (12.56306130641604 55.63486541318671)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4259,1998,POINT (12.56340629283999 55.63971025940372)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4258,2000,POINT (12.64431464843699 55.65574758272785)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4257,1966,POINT (12.49106621644729 55.68034954053889)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4256,1967,POINT (12.50064365120611 55.68707868175981)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4255,2539,POINT (12.48378681647409 55.71221561649281)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4254,2419,POINT (12.56617497985309 55.72597593465166)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4253,2079,POINT (12.56565508173795 55.64962512943671)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4252,2099,POINT (12.55477324794693 55.63190115510834)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4251,2010,POINT (12.54061352252238 55.70432238101798)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4250,2013,POINT (12.47052182281221 55.71459250786762)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-424f,2014,POINT (12.61251566120155 55.65922757824681)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-424e,2056,POINT (12.6365866455261 55.64950567935872)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-424d,2058,POINT (12.58255527292883 55.65984120005942)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-424c,2121,POINT (12.5769245710252 55.65024318426681)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-424b,1178,POINT (12.57158713366745 55.67232145980021)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-424a,1297,POINT (12.53626472582886 55.7200269401232)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4249,1315,POINT (12.54719464408857 55.69655284530083)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4248,1245,POINT (12.60264682219497 55.65618717471084)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4247,2478,POINT (12.6073089425977 55.68877611876196)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4246,2345,POINT (12.54338987655459 55.70988035795762)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4245,2391,POINT (12.60199304336787 55.65121064676066)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4244,2392,POINT (12.53375013529276 55.71349920560658)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4243,2395,POINT (12.63970153531195 55.6484950064296)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4242,2396,POINT (12.64003061464923 55.64897035202307)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4241,2277,POINT (12.56678081924147 55.71468435381109)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4240,2348,POINT (12.5070984913131 55.6889857735122)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-423f,2351,POINT (12.49584538724292 55.68450172690277)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-423e,2355,POINT (12.57543409596216 55.66630260788403)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-423d,2296,POINT (12.47645883767965 55.68675675402498)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-423c,2364,POINT (12.59650275591444 55.65172066717167)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-423b,2308,POINT (12.46709616819546 55.71575308342604)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-423a,2389,POINT (12.50851918299462 55.70666135862076)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4239,2397,POINT (12.56433220981155 55.69555418273185)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4238,2487,POINT (12.59354421621962 55.68637000633014)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4237,2422,POINT (12.52217495862193 55.70509966985355)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4236,2508,POINT (12.64366436983693 55.64847728986042)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4235,2513,POINT (12.63494182196724 55.66052310253201)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4234,2514,POINT (12.63962181139125 55.65414488547819)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4233,2448,POINT (12.53486506050199 55.7259858948896)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4232,2449,POINT (12.53486870506158 55.72598705158356)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4231,2450,POINT (12.58551647516982 55.71110768527008)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4230,2314,POINT (12.55133235964673 55.67080289552054)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-422f,2315,POINT (12.55368475148479 55.67051951239616)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-422e,2583,POINT (12.5340994456143 55.6369767452092)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-422d,2254,POINT (12.5475086502652 55.6891915942667)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-422c,2257,POINT (12.55467947503637 55.68751988453594)
