FID,id,centroids
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43cf,163479,POINT (12.55975011743943 55.67044693303848)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43ce,42523,POINT (12.54268606512183 55.69409392885537)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43cd,42792,POINT (12.55131755991599 55.69427091345884)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43cc,42802,POINT (12.55027625614827 55.6949337348142)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43cb,163896,POINT (12.56060146666034 55.69733164033372)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43ca,41683,POINT (12.57996684129156 55.68755725687839)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43c9,41748,POINT (12.59084756330662 55.68595407587518)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43c8,163885,POINT (12.58969092607178 55.66079496783122)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43c7,42470,POINT (12.54423421371922 55.6929724623465)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43c6,163870,POINT (12.60478317996353 55.68192330055557)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43c5,173198,POINT (12.56464886746041 55.67730101538626)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43c4,41703,POINT (12.57593975817801 55.68686672740817)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43c3,163893,POINT (12.56012932053395 55.69783407898404)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43c2,42089,POINT (12.53803168856577 55.69266780198175)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43c1,42090,POINT (12.53747834822805 55.69158181254268)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43c0,163483,POINT (12.56855040462149 55.67150503783355)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43bf,41723,POINT (12.58955075621402 55.68497556874772)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43be,41669,POINT (12.57694176269883 55.68740988140363)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43bd,41670,POINT (12.57743467202371 55.68569330489613)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43bc,41312,POINT (12.58952076895938 55.68172748783631)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43bb,41736,POINT (12.59074732596876 55.68527030621296)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43ba,41225,POINT (12.57514725120761 55.6837900061749)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43b9,163880,POINT (12.59923523387691 55.65629665394176)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43b8,43339,POINT (12.53056566556915 55.70268478189465)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43b7,43512,POINT (12.55542080567659 55.69959959808725)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43b6,43516,POINT (12.54947364737035 55.69820692381904)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43b5,44077,POINT (12.54533662419635 55.70096754560096)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43b4,44305,POINT (12.56666111321941 55.69107525583742)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43b3,44461,POINT (12.56186791091161 55.69193760113075)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43b2,163955,POINT (12.5608954841101 55.70072595924353)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43b1,44094,POINT (12.55396151809529 55.70027862028878)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43b0,44295,POINT (12.57516227303777 55.697376610623)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43af,163984,POINT (12.52998631857784 55.69978280017498)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43ae,164007,POINT (12.52247666912082 55.64948353364299)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43ad,164012,POINT (12.58941412839318 55.65343387981888)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43ac,163962,POINT (12.55820332857168 55.70141413770538)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43ab,45719,POINT (12.58162872930538 55.69551918325058)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43aa,51357,POINT (12.52089718056928 55.70589042348672)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43a9,54356,POINT (12.53382959773111 55.71657816055406)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43a8,44301,POINT (12.587802847018 55.69575631046136)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43a7,43553,POINT (12.54457067673665 55.69663001828511)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43a6,42860,POINT (12.52520301260743 55.70030887853711)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43a5,43450,POINT (12.53478131523987 55.70044440504126)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43a4,163575,POINT (12.57081001695087 55.68000745449606)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43a3,42711,POINT (12.55350329131609 55.69369789319656)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43a2,42889,POINT (12.5321125492617 55.70114498329659)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43a1,43596,POINT (12.54725756415195 55.69740965377068)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-43a0,46029,POINT (12.55898817218169 55.70249277181932)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-439f,45400,POINT (12.58549383327893 55.68916725085939)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-439e,46377,POINT (12.58673745695988 55.69605390457809)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-439d,46125,POINT (12.59130372006848 55.69943441099711)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-439c,46698,POINT (12.5811229635157 55.70255905142552)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-439b,45802,POINT (12.5872440908196 55.69435224736433)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-439a,45508,POINT (12.57856235997532 55.69257690343431)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4399,45187,POINT (12.58361103887793 55.68893831027437)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4398,45772,POINT (12.5822326098054 55.694125344838)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4397,45193,POINT (12.57747709973878 55.68990875735893)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4396,44608,POINT (12.56191292734017 55.6899927417987)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4395,45088,POINT (12.57168046622777 55.69433836988516)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4394,45778,POINT (12.59010866449808 55.69233309417019)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4393,49624,POINT (12.48002369278933 55.71244487483956)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4392,164244,POINT (12.52432939338188 55.65337093967029)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4391,44986,POINT (12.55811687032691 55.6948917511568)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4390,45355,POINT (12.57546920551289 55.69000088499146)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-438f,45359,POINT (12.57780565625049 55.69190700261438)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-438e,48546,POINT (12.48699499135547 55.70568293829643)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-438d,46987,POINT (12.47912955199853 55.71926307133651)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-438c,46968,POINT (12.5908390363233 55.70148339563163)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-438b,164907,POINT (12.59105709716986 55.64875408034424)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-438a,46611,POINT (12.57857193603469 55.70048116003534)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4389,46485,POINT (12.58861658009299 55.69887314260229)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4388,50366,POINT (12.49872461519269 55.70584605906111)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4387,49143,POINT (12.48474656684092 55.71075717656898)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4386,48940,POINT (12.47701426651412 55.70877715365514)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4385,48698,POINT (12.48795017387234 55.70644754312561)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4384,49937,POINT (12.51482948615362 55.71130603582302)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4383,54633,POINT (12.55577996168552 55.71752233350021)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4382,54063,POINT (12.55491829700883 55.70744685952891)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4381,165022,POINT (12.53840611549762 55.70349438401425)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4380,49940,POINT (12.51303801460715 55.7113586955443)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-437f,165114,POINT (12.48165230886149 55.72060605014617)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-437e,51965,POINT (12.51601209506011 55.70933731170511)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-437d,51871,POINT (12.51668450138798 55.70988253439452)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-437c,52046,POINT (12.48991816295956 55.71803397161283)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-437b,51246,POINT (12.50950795652005 55.70511418330099)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-437a,54755,POINT (12.56184357220115 55.70500905777827)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4379,54240,POINT (12.52413342743581 55.71278769919557)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4378,54718,POINT (12.56679327673186 55.70783339694827)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4377,53492,POINT (12.53176568096273 55.70803146715357)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4376,53694,POINT (12.53955808113916 55.70982000860573)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4375,53102,POINT (12.54211797533453 55.71788052147724)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4374,53638,POINT (12.53425895624245 55.70835669856326)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4373,54059,POINT (12.55396149484794 55.707703205794)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4372,139482,POINT (12.57913065937768 55.66682828252691)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4371,53173,POINT (12.53967592651334 55.70724636389785)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4370,164274,POINT (12.57318171587835 55.6813210328354)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-436f,56154,POINT (12.57022171140454 55.71246133842126)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-436e,55843,POINT (12.56736716228706 55.71378287906617)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-436d,164570,POINT (12.58160732346956 55.6786562698781)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-436c,55800,POINT (12.58703648685725 55.70779826541834)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-436b,55127,POINT (12.57635241751068 55.70349990754472)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-436a,174079,POINT (12.61022425574496 55.66234513272432)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4369,164090,POINT (12.59354282603765 55.68637108687223)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4368,54685,POINT (12.58184311262723 55.71011260759936)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4367,55599,POINT (12.57916308774972 55.70700397922161)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4366,55201,POINT (12.5808307355173 55.70348482848765)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4365,164258,POINT (12.50788731437567 55.66548913298369)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4364,56724,POINT (12.57820554166982 55.71133626280677)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4363,54758,POINT (12.56095486898189 55.70550131851112)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4362,164261,POINT (12.48878159421495 55.68172158315414)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4361,164264,POINT (12.57189891084571 55.7088208594819)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4360,58599,POINT (12.57642583166751 55.72123161759644)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-435f,58601,POINT (12.56209600903804 55.72472825609169)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-435e,57322,POINT (12.5373383111835 55.72094471467665)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-435d,58748,POINT (12.56077706132344 55.72210679277772)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-435c,58951,POINT (12.57604482602914 55.72154321050393)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-435b,164670,POINT (12.5768727960579 55.68054230901192)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-435a,164660,POINT (12.55324888231769 55.67220454546806)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4359,164689,POINT (12.55862931670337 55.69447200543983)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4358,164665,POINT (12.57579454452464 55.68136613893896)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4357,56708,POINT (12.5808241561909 55.71391165217958)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4356,164676,POINT (12.58895337869872 55.65797321004335)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4355,164685,POINT (12.59441960166555 55.65593597303189)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4354,56721,POINT (12.57993099940622 55.71100387036507)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4353,59757,POINT (12.6067718012613 55.68083313525202)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4352,164687,POINT (12.55812600599602 55.69349796991531)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4351,56448,POINT (12.57080245672868 55.71464043075479)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4350,164690,POINT (12.55893808483303 55.69372127272538)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-434f,164688,POINT (12.55684022968324 55.69354876993675)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-434e,164664,POINT (12.56091414584498 55.6900870849617)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-434d,174080,POINT (12.60965425999775 55.66244500026187)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-434c,56995,POINT (12.53854590740126 55.72130995127422)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-434b,56696,POINT (12.58803308955776 55.71316000748665)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-434a,57385,POINT (12.52981790179635 55.72350465925145)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4349,57097,POINT (12.52850970855205 55.72127517759758)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4348,60202,POINT (12.59357216025339 55.68341387474968)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4347,129139,POINT (12.49520310827233 55.69384996651069)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4346,137104,POINT (12.58151308279527 55.72168980792389)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4345,60163,POINT (12.59284120160227 55.68458613898625)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4344,164308,POINT (12.54103322533957 55.70851820882158)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4343,164309,POINT (12.48847675402041 55.65616363754297)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4342,60203,POINT (12.59424509727567 55.68420671689894)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4341,60168,POINT (12.60102504215244 55.68191837110858)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4340,60424,POINT (12.61895204646437 55.68266655906634)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-433f,164291,POINT (12.57622354910889 55.72482636195526)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-433e,60591,POINT (12.59288794890166 55.69138809892301)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-433d,60237,POINT (12.60658139893975 55.68268771457701)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-433c,60242,POINT (12.60665275222275 55.68183061655622)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-433b,60401,POINT (12.62306169934137 55.68401325610335)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-433a,59312,POINT (12.56399151965317 55.72654945003826)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4339,164583,POINT (12.55923301512318 55.68192464218733)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4338,164584,POINT (12.59831301850559 55.69140422330806)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4337,59742,POINT (12.62639134579476 55.68527672263718)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4336,61658,POINT (12.54356827035097 55.70212199287304)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4335,60751,POINT (12.59954735401083 55.69752675397)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4334,164301,POINT (12.50645159334862 55.70472209758005)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4333,174081,POINT (12.60985965638905 55.66243579333931)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4332,164315,POINT (12.52831984115559 55.70143903079995)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4331,61331,POINT (12.57199108724996 55.67415913493784)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4330,164314,POINT (12.52808770579466 55.70528980503425)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-432f,60602,POINT (12.59698413645799 55.6891940538404)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-432e,60659,POINT (12.61245698275984 55.69040219462364)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-432d,71310,POINT (12.52987666644133 55.65718821522766)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-432c,164374,POINT (12.59392714587117 55.66050146340906)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-432b,109188,POINT (12.52939319455442 55.71434455906363)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-432a,132293,POINT (12.53071748308547 55.7160277625221)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4329,165016,POINT (12.57756672867045 55.63047966961476)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4328,160109,POINT (12.50632571001098 55.65817726303616)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4327,164643,POINT (12.58219940029864 55.67547864833796)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4326,175774,POINT (12.57631568114322 55.69972906310279)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4325,164644,POINT (12.58267583363502 55.67345551919543)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4324,164602,POINT (12.57530714684869 55.67052987221295)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4323,175964,POINT (12.57165138105742 55.69743894131868)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4322,177922,POINT (12.47394920209501 55.71481871614368)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4321,177924,POINT (12.47160090677464 55.71592126714362)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4320,177925,POINT (12.47494280006697 55.71633194513725)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-431f,177955,POINT (12.47555840445074 55.71497593333287)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-431e,175772,POINT (12.57616377799783 55.70005560773591)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-431d,175625,POINT (12.56437677613465 55.67726488510304)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-431c,177953,POINT (12.47264285395525 55.71574331363917)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-431b,177954,POINT (12.47509324380628 55.71410557949665)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-431a,184605,POINT (12.55923017252118 55.70809693597683)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4319,177956,POINT (12.47608992896123 55.71661275251704)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4318,177957,POINT (12.47379530185461 55.71604245138079)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4317,178681,POINT (12.58720735238499 55.66245445384419)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4316,178479,POINT (12.56271827987471 55.69083505793018)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4315,178480,POINT (12.56229126992855 55.6911580711466)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4314,197192,POINT (12.47059481606103 55.70966378682742)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4313,1,POINT (12.53306131668912 55.66086433058146)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4312,2,POINT (12.53487415615536 55.66091650775919)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4311,3,POINT (12.52984547006061 55.6576296407229)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4310,4,POINT (12.61433723137985 55.65722841122122)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-430f,5,POINT (12.61898680128855 55.6567331240422)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-430e,12,POINT (12.52595335420429 55.71467823688872)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-430d,15,POINT (12.54213595796354 55.66707553504243)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-430c,17,POINT (12.61146924309735 55.66101276002728)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-430b,21,POINT (12.61759901980337 55.65390230825837)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-430a,23,POINT (12.62119342656115 55.66331454895971)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4309,28,POINT (12.50964996413837 55.69867763440183)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4308,30,POINT (12.47317402363806 55.70443834517743)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4307,6,POINT (12.60140313634838 55.66542066230374)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4306,7,POINT (12.50003788678864 55.70594801229415)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4305,8,POINT (12.5497603384841 55.69093090577203)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4304,9,POINT (12.52836920420103 55.71833527876515)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4303,10,POINT (12.58360569275228 55.69530661428089)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4302,11,POINT (12.55719840188239 55.69094095094869)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4301,50,POINT (12.58085714291814 55.69048613470972)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-4300,51,POINT (12.56641716338395 55.68111593189641)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42ff,1978,POINT (12.54345276888264 55.70277783724588)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42fe,1979,POINT (12.55044836452397 55.69698296619082)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42fd,128,POINT (12.62858626257254 55.66864701356248)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42fc,53,POINT (12.54183174712087 55.69562601647941)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42fb,105,POINT (12.58873007942887 55.62327417185763)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42fa,55,POINT (12.54698615355426 55.7219772845332)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42f9,56,POINT (12.56835055798846 55.67356406063814)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42f8,57,POINT (12.57349357691437 55.68659168309881)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42f7,58,POINT (12.56377535872738 55.70435448027214)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42f6,36,POINT (12.50782536529517 55.70146868112959)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42f5,37,POINT (12.51954545774238 55.69917731790261)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42f4,38,POINT (12.52000980970404 55.72508606727087)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42f3,39,POINT (12.5209125766139 55.69361964970485)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42f2,41,POINT (12.46964246049336 55.68555814981997)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42f1,42,POINT (12.48592882689301 55.65233276616775)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42f0,129,POINT (12.63198405660087 55.66278283452101)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42ef,44,POINT (12.48598629447091 55.65359835311706)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42ee,84,POINT (12.45904253024255 55.70978766263236)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42ed,46,POINT (12.47935337193106 55.66903823370085)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42ec,47,POINT (12.47843770059833 55.66210811886943)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42eb,48,POINT (12.48021415304686 55.65639804570333)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42ea,60,POINT (12.56881754544855 55.70045134033642)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42e9,65,POINT (12.56823527662812 55.69318221320229)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42e8,66,POINT (12.57991741109294 55.68511781544514)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42e7,67,POINT (12.58892775018039 55.69781783856115)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42e6,68,POINT (12.59428938956927 55.68816873536651)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42e5,69,POINT (12.59505223742051 55.68350930708203)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42e4,71,POINT (12.5723652343912 55.63642955993364)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42e3,72,POINT (12.57005159188224 55.63249940147393)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42e2,73,POINT (12.56915609782821 55.63853217986664)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42e1,78,POINT (12.4939882202974 55.71375116964812)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42e0,79,POINT (12.50570701746856 55.71756863883694)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42df,80,POINT (12.51999193899886 55.71988905196091)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42de,81,POINT (12.4780535467662 55.716875016181)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42dd,115,POINT (12.58486498020901 55.62688888820966)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42dc,83,POINT (12.46322678759863 55.71291854783663)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42db,213,POINT (12.54145304479225 55.71915512053144)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42da,85,POINT (12.45537943931076 55.70731060720541)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42d9,86,POINT (12.45658362808212 55.71184725352654)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42d8,62,POINT (12.5633016662897 55.70054767112108)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42d7,64,POINT (12.53401974574627 55.71114210488579)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42d6,114,POINT (12.58369582737224 55.62369718558499)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42d5,116,POINT (12.59008521223446 55.62996995961173)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42d4,117,POINT (12.53540741848044 55.64380261760389)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42d3,118,POINT (12.52279901176706 55.64705191843652)
stednavn_flade.fid-7af2ebb0_1482643ff9f_-42d2,88,POINT (12.57159793601706 55.65832925899307)
